Headline,Body ID,Stance
Stop the alarmist nonsense. Polar bear numbers are increasing!,17,unrelated
"Minister, you are a servant of the crown. We expect you to be informed. Polar bear numbers are increasing as is polar sea ice. Your one-sided views support a globalist agenda and economically harms Canadians with punitive carbon taxes all over a hoax.",17,unrelated
"Polar bear numbers are stable and increasing (yes, there are a number of populations) Dr Susan Crockford.",17,unrelated
"Turns out that if you take a reasonably consistent data set from 1980 onward, add a census from 1960 thatâ€™s likely to be very incomplete, and arbitrarily boost the value in the final point, you can make it look as if polar bear numbers are increasing.",17,unrelated
"Polar bear numbers are increasing, not decreasing. Source: Dr Susan Crockford. 2019 'THEY'RE THRIVING' Polar bears https://thesun.co.uk/news/8086321/inuit-polar-bears-wiped-out-climate-change/â€¦ â€™So many bears:â€™ Report says Nunavut has too many polar bear https://windsorstar.com/news/national/so-many-bears-report-says-nunavut-has-too-many-polar-bear/wcm/e76d9521-0309-4609-b1e1-23269661176b?fbclid=IwAR3Q5kZor9YyyW5l_T-hvhGUvS4jpyNrtm1wxBFerPRo2cR7lHGMevONmTs",17,unrelated
"Polar bear numbers are increasing. By 30% since 2008. But donâ€™t let facts get in the way of the emotional, heart-tugging story about polar bears being at risk If they arenâ€™t feeding maybe they have outgrown their food supply. Maybe a reduction in numbers is positive at this time",17,unrelated
"""CO2 limits will harm the economy"" - what the science says: www.bit.ly/ho3kyz #Climate #SkepticalScience",17,unrelated
"Climate #Fact vs #Myth: ""#CO2 limits will harm the economy"" Source: http://bit.ly/2v1ehn3 #climatedata #climatescience",17,unrelated
"""CO2 limits will harm the economy""? Nope, effects of climate change will be much, much worse https://skepticalscience.com/co2-limits-economy.htmâ€¦ #climatemyth #ees028",17,unrelated
"CO2 limits will harm the economy. Any cost on CO2 is a straight tax on endeavour and profit. Every cost benefit analysis from Lomborg in Cool It, to Nordhaus, to Monckton all say (...)",17,unrelated
Terms of 'Endangerment' The EPA's anti-carbon rule is an admission that CO2 limits hurt the economy #tcot #ocra #912,17,unrelated
"""27 leading companies call for lower CO2 emissions limits"". They're prepared to crucify our economy for the sake of a modish fad.",17,unrelated
Failure to meet fuel economy standards (so CO2 limits) leads to suspension of car model sales in China. Muscular govt on climate https://nytimes.com/2018/01/02/climate/china-cars-pollution.html?smid=tw-share,17,unrelated
"Letter by German Minister of Economy to European Commission, to not consider increasing CO2-emission limits for cars in 2021 - asking for no changes in existing pathway before 2030:",17,unrelated
any limits on CO2 emissions will have harmful effects on the economy?,17,unrelated
"Poland says #CO2 limits could harm coal-reliant economy. H1 data suggests otherwise: GDP ~+3.4%, #coal power -3% http://pointcarbon.com/news/1.1962382",17,unrelated
"Uk holidays are a win-win-win - good for health (limits #Covid19UK transmission), good for wealth (helps UK economy) & good for environment (limits CO2 emission). Plus so much of UK is v beautiful & lovely to visit.",17,unrelated
"People may want to ignore climate change because ""CO2 limits will harm the economy"". The net economic impact will be minor, especially compared to the potential consequences. Some analysis ignore the revenues of a carbon cap, skewing results in their favor. #ees028 #climatemyth",17,unrelated
the limits of the earth system are not determined by the physical scale of economy. each rupture in ecological processes --the nitrogen cycle or atmospheric CO2 or biodiversity loss -- show the limits of our earth system are determined by rifts in natural processes generated,17,unrelated
"China has too much influence in Washington. They couldn't turn off our economy with CO2 limits by global warming fearmongering, so they used a virus. Tara! Meanwhile, it seemed all systems rolling along in China.... did China already have a vaccine?",17,unrelated
"Twitter try not to be overly pessimistic for one day challenge (impossible). Even if this is a joke, I could not imagine shitting on a kid's dreams just because global warming is happening. I also loathe how so many people just want to give up on this planet. Real inspiring.",17,unrelated
ohn Coleman Founder Of The Weather Channel States Global Warming Is Not Happening On CNN,17,unrelated
"This is worth your time. Global warming is real, itâ€™s happening now and itâ€™s not going away.",17,unrelated
it's so scary that it's the middle of december and it feels warm and windy out.. that should not be happening in wisconsin and ppl still don't think global warming is a thing. pathetic,17,unrelated
"Global warming -- everyone agrees it's happening but no one really wants to take serious action to do anything about it. Also don't call it ""climate change."" It's not a PR contest. The planet is heating up. That's the truth.",17,unrelated
no because we are NOT supposed to be getting 60 degree weather and severe storms in december at all. global warming is a thing and itâ€™s happening in front of ur eyes,17,unrelated
"No - whatâ€™s happening in #Iowa today is NOT #GlobalWarming - itâ€™s IOWA. Be safe out there, peeps.",17,unrelated
"Global warming or climate change is as real as any other phenomenon. It has happened in the past. It's happening again, only more rapidly. I don't wish to engage in a back and forth on this subject. I'm open to scientific data , not an opinion.",17,unrelated
No such thing as global warming,17,unrelated
"More than likely. I do know this, storms that happened last night, have been happening ever since I could remember in that stretch of the States. It's not a global warming or climate change thing. This time of year is like the spring, which has violent weather changes",17,unrelated
"This is not a runaway climate change threat anymore. It is happening. We must demand #ClimateActionNow and collectively act and inform about what is happening. It is ridiculous we have to fight for it, but we must.",17,unrelated
"This is AWFUL. This should not be happening. But go on, tell me climate change isnâ€™t real. Tell me, as someone who STUDIED climate change and environmental impact in college.",17,unrelated
If you get down to the hard cold facts there is no question about it. Climate change is not happening,17,unrelated
"Arguing man made climate change vs natural variability is not addressing the need at our doorstep. Climate change is happening, itâ€™s real and weâ€™re starting to see the effects and not just data subtleties the layperson canâ€™t understand. The anecdotal evidence is enough now.",17,unrelated
